train_input_1,train_input_2,train_output_1
[415 507 106 503],[42 -162 497 -652],[457 345 603 -149]
[249 -588 -489 257 -760 -672 -130 528 -69 -355 858 909 389 575 -420 508 -488 -305 499 58 -924 -27 -981 -47 -940 339 563 832 -714 888 991 -846 612],[858 -973 236 995 -368 352 -163 916 257 -733 294 -767 -262 -512 585 -606 -692 304 133 439 671 -477 483 -77 863 676 601 119 -897 906 -266 310 765],[1107 -1561 -253 1252 -1128 -320 -293 1444 188 -1088 1152 142 127 63 165 -98 -1180 -1 632 497 -253 -504 -498 -124 -77 1015 1164 951 -1611 1794 725 -536 1377]
[38 204 -902 -56 -817 956 822 279 326 284],[-407 -221 -737 748 -713 103 163 105 -806 187],[-369 -17 -1639 692 -1530 1059 985 384 -480 471]
[68 315 -200 -792 64 -779 -33 719 217],[-454 55 226 508 553 540 795 -36 307],[-386 370 26 -284 617 -239 762 683 524]
[779 879 937 173 898 -463 826 -49 363 -423 -506 380 -680 -461 -572 137 -840 534 -636 -496 -745 316 -940 745 -874 39 -663 -514 -874 221 -108 694 -545 -353 -643 -244 364 -235 -670 677 32 949 -399],[623 -609 535 -572 370 -718 198 274 824 683 -966 -801 -605 -538 178 -359 620 -8 193 -73 -466 -595 -997 231 -895 843 -683 -811 -208 -547 -565 860 -133 506 -522 727 772 933 792 366 -989 -458 -428],[1402 270 1472 -399 1268 -1181 1024 225 1187 260 -1472 -421 -1285 -999 -394 -222 -220 526 -443 -569 -1211 -279 -1937 976 -1769 882 -1346 -1325 -1082 -326 -673 1554 -678 153 -1165 483 1136 698 122 1043 -957 491 -827]
[188 519 -827 -833 -23 986 179 -630 701 890 224 587 -919 779 -398 435 937 166 926 -330 -808 134 -220 537],[498 444 -1000 -177 -629 -65 395 -685 -482 -975 481 47 -773 727 -747 521 -438 363 579 177 -239 -55 -191 574],[686 963 -1827 -1010 -652 921 574 -1315 219 -85 705 634 -1692 1506 -1145 956 499 529 1505 -153 -1047 79 -411 1111]
[571 890 81 -167 -697 -403 -996 303 971 805 949 143 -872 -803 -190],[459 -865 420 -592 935 305 -628 218 833 -706 -713 973 -184 473 -166],[1030 25 501 -759 238 -98 -1624 521 1804 99 236 1116 -1056 -330 -356]
[804 337 296 -3 957 727 481 260 -556 794 -524 -893 -821 765 359 167 728 457 794 -30 -281 176 -565 794 -253 246 197 751 907],[-141 262 -77 318 826 -888 462 434 779 601 656 9 -507 230 -738 -184 862 -159 498 710 -609 789 -358 606 -717 77 374 -59 -334],[663 599 219 315 1783 -161 943 694 223 1395 132 -884 -1328 995 -379 -17 1590 298 1292 680 -890 965 -923 1400 -970 323 571 692 573]
[-668 312 275 -508 784 564 979 -56 -795 -619 76 -705 -97 -130 -560 531 3 677 526 -824 889 -145 -130 -584 245 830 -587 -486],[922 135 844 371 694 -981 533 989 298 -605 761 563 -49 -778 1000 -26 -572 -490 952 -34 483 -875 -99 655 332 938 51 579],[254 447 1119 -137 1478 -417 1512 933 -497 -1224 837 -142 -146 -908 440 505 -569 187 1478 -858 1372 -1020 -229 71 577 1768 -536 93]
[-76 202 571 -340 -270 -448 268 -960 45 -109 376 205 -719 978 -82 -674 529 291 -546 726 -744 -799 866 403 -11 -62 480 -38 -670 434 -917 -984 -722 725 986 432 993 547 199 -542 -890 534 199 -37 -806 -686 -512 -497 -932],[-303 767 471 375 798 38 -412 143 299 470 922 -515 -531 875 -349 -249 -501 -444 440 -745 -813 872 501 -22 -567 -364 519 -161 -381 -333 30 715 -329 -717 978 -298 -325 -58 -59 -512 -255 846 -585 -898 -962 -692 547 -355 195],[-379 969 1042 35 528 -410 -144 -817 344 361 1298 -310 -1250 1853 -431 -923 28 -153 -106 -19 -1557 73 1367 381 -578 -426 999 -199 -1051 101 -887 -269 -1051 8 1964 134 668 489 140 -1054 -1145 1380 -386 -935 -1768 -1378 35 -852 -737]
[270 -956 -756 653 -434 823 -449 783 -821 -345 314 -960 938 27 -643 973 -576 790 -241 -589 80 -889 -14 215 -252 -633 107 -584 -241 -157 -464 304 -38 675 -840 -768 472 -60 -225 87 -244],[146 39 250 357 131 -586 440 -710 358 55 237 148 -595 18 207 970 481 -661 -434 -450 -691 -659 11 -316 -793 949 470 -224 19 387 -517 725 -9 -6 766 983 -405 -663 188 -534 -716],[416 -917 -506 1010 -303 237 -9 73 -463 -290 551 -812 343 45 -436 1943 -95 129 -675 -1039 -611 -1548 -3 -101 -1045 316 577 -808 -222 230 -981 1029 -47 669 -74 215 67 -723 -37 -447 -960]
[666 -914 473 -523 -474 -484 -793 -105 -247 954 -691 776 317 -209 -802 -3 252 -452 -456 627 234 622 51 392 457 157 403 279 -774 -197 -2 762 -363 73 49 -401 872 -315 399 -583 -693 -986 881 -176 349 -943 53 590 -670],[-902 324 2 -658 -745 -421 265 61 796 -206 -282 9 -584 625 -158 814 645 -279 961 -494 -791 340 854 -331 -75 135 -774 464 -839 -609 -70 57 481 -85 567 -641 157 894 750 -202 -733 987 -382 55 348 445 -305 472 986],[-236 -590 475 -1181 -1219 -905 -528 -44 549 748 -973 785 -267 416 -960 811 897 -731 505 133 -557 962 905 61 382 292 -371 743 -1613 -806 -72 819 118 -12 616 -1042 1029 579 1149 -785 -1426 1 499 -121 697 -498 -252 1062 316]
[-52 251 665 30 43 -977 -262 142 -818 -946 -200 -117 -812 530 304 170 966 978 -955 -527 354 441 117 -458 -903 -540 -683 87 -133 73 23 211 672 -777 431 -130 -546 231 739 -242 279 -811 285 -546 -504 653 870 699],[-113 -329 -213 749 -945 297 -483 173 376 -923 355 -961 871 -195 -551 -592 -402 230 -969 -398 461 -954 503 590 987 757 -258 735 -574 706 -393 -672 834 926 786 -145 166 -14 -208 741 555 -504 441 569 -356 803 -885 576],[-165 -78 452 779 -902 -680 -745 315 -442 -1869 155 -1078 59 335 -247 -422 564 1208 -1924 -925 815 -513 620 132 84 217 -941 822 -707 779 -370 -461 1506 149 1217 -275 -380 217 531 499 834 -1315 726 23 -860 1456 -15 1275]
[-306 -528 -783 687 103 410 911 -409 -221 -843 -132 738 953 945 -530 -372 -729 654 528 -991 690 -888 702 -872 887 913 -717 111 344 573 331 325 -225 523 -650 85 -391 162 -521 -636 139 -433 793 -612 -486 947 -826],[144 -748 -118 -349 716 848 253 -364 -896 333 94 -123 -605 607 654 -147 437 -186 -685 -54 754 -854 642 94 -953 226 90 -894 808 -22 -81 405 -797 -921 437 -653 -526 120 535 435 -373 -417 -314 -354 245 -36 978],[-162 -1276 -901 338 819 1258 1164 -773 -1117 -510 -38 615 348 1552 124 -519 -292 468 -157 -1045 1444 -1742 1344 -778 -66 1139 -627 -783 1152 551 250 730 -1022 -398 -213 -568 -917 282 14 -201 -234 -850 479 -966 -241 911 152]
[388 408 910 663 -723 195 -313 493 -301 10 553 -154 451 356 -438],[674 -305 447 -631 -788 486 -430 -284 -752 441 53 -719 -943 893 -168],[1062 103 1357 32 -1511 681 -743 209 -1053 451 606 -873 -492 1249 -606]
[-755 185 -418 480 202 136 628 181 -905 -29 599 -44 404 -725 12 -126 -875 -458 -304 -94 61 912 442 608 752 -375 924 639 -571 460 -827 -733 279 582 497 -850 261 958 -722 171 -784 -726 -244 -893 -863 32 -59 827 308 -241],[-633 -344 -624 634 -176 325 -936 -158 -620 -151 672 457 -558 471 692 128 -94 -425 427 406 925 -228 443 -590 -302 168 -429 -598 -766 11 165 -511 -456 971 -816 -652 693 -849 659 80 614 611 -766 946 -373 220 -572 263 -951 920],[-1388 -159 -1042 1114 26 461 -308 23 -1525 -180 1271 413 -154 -254 704 2 -969 -883 123 312 986 684 885 18 450 -207 495 41 -1337 471 -662 -1244 -177 1553 -319 -1502 954 109 -63 251 -170 -115 -1010 53 -1236 252 -631 1090 -643 679]
[-750 -445 -367 145 294 -928 -47 271 260 -651 -955 -273 350 468 -687 255 802 843 -650 -425 -96 -270 -628 -532 -97 404 -607 289 780 -280 -847 143 285 68 184],[-286 -749 315 142 -566 451 322 -247 -754 -711 -155 890 -787 -188 -266 -611 193 -573 331 498 -832 586 -730 478 -858 -487 124 311 -24 -796 -875 -200 939 -689 -357],[-1036 -1194 -52 287 -272 -477 275 24 -494 -1362 -1110 617 -437 280 -953 -356 995 270 -319 73 -928 316 -1358 -54 -955 -83 -483 600 756 -1076 -1722 -57 1224 -621 -173]
[718 597 -964 855 -878 120 -142 -610 405],[202 924 -115 974 -214 -571 -482 551 -353],[920 1521 -1079 1829 -1092 -451 -624 -59 52]
[771 539 -686 128 -956 -15 -549 228 -275 211 -946 -16 -607 -462 -936 -361 894 -700 877 207 889 -895 -928 -58 -385 198 -656 371 605 -141 371 290 -479 728 147 732],[599 257 9 -494 -519 645 -80 90 -7 -935 -251 11 -552 -567 -820 415 -580 -939 -454 876 601 -426 -724 -786 -734 -63 -459 169 -894 978 214 509 -359 598 -384 -961],[1370 796 -677 -366 -1475 630 -629 318 -282 -724 -1197 -5 -1159 -1029 -1756 54 314 -1639 423 1083 1490 -1321 -1652 -844 -1119 135 -1115 540 -289 837 585 799 -838 1326 -237 -229]
[-849 166 -525 443 694 804 615 128 -22 120 377 -194 -414 524 403 -973 498 -655 215 817 335 -570 -297 -313 -727 12 -200 -617 -412 817 -187 781 -145 67 -454 120 -250 397 950 760 496 -790 398 -827],[-349 683 962 782 -483 -296 779 56 -56 761 -312 567 -564 76 -326 240 573 -686 -927 -833 -866 -891 551 -757 576 305 -951 -670 -453 -760 156 157 -246 368 -836 -709 457 6 -939 733 929 -112 981 368],[-1198 849 437 1225 211 508 1394 184 -78 881 65 373 -978 600 77 -733 1071 -1341 -712 -16 -531 -1461 254 -1070 -151 317 -1151 -1287 -865 57 -31 938 -391 435 -1290 -589 207 403 11 1493 1425 -902 1379 -459]
[-796 -925 -103 270 64 215 -79 355 -478 -172 117 404 -351 -519 -413 -861 618 -431 -987 -986 633 -215 -704 -37 780 -284 438],[-582 -367 365 -975 -332 -955 -369 667 -123 -15 -272 -629 651 925 -556 -18 -513 473 -291 403 -143 -169 -59 331 266 -500 542],[-1378 -1292 262 -705 -268 -740 -448 1022 -601 -187 -155 -225 300 406 -969 -879 105 42 -1278 -583 490 -384 -763 294 1046 -784 980]
[151 319 512 841 -72 -554 295 -301 -236 708 -688 -169 -98 751 -433 -433 -149 191 669 701 39 116 307 103 -105 90 795 -261 -749 467 904 411],[-206 62 -480 -655 339 535 406 -604 -621 -36 -33 -951 365 -233 813 -262 -998 886 -153 938 515 95 190 -325 337 940 -367 993 -613 -199 -973 -992],[-55 381 32 186 267 -19 701 -905 -857 672 -721 -1120 267 518 380 -695 -1147 1077 516 1639 554 211 497 -222 232 1030 428 732 -1362 268 -69 -581]
[594 -123 -794 -73 578 477 -699 -719 492 -273 -813 -583 -351 -811 430 611 358 -441 -609 948 696 -76 745 534 979 -383 -932 844],[539 272 -14 -629 590 -479 407 165 -622 31 244 194 -543 830 224 205 -979 -791 -684 -639 178 -167 739 734 -182 729 858 188],[1133 149 -808 -702 1168 -2 -292 -554 -130 -242 -569 -389 -894 19 654 816 -621 -1232 -1293 309 874 -243 1484 1268 797 346 -74 1032]
[845 -154 750 -85 497 -617 -73 -960 -137 982 -965 332 -837],[319 835 708 750 -110 146 464 -51 359 755 676 874 638],[1164 681 1458 665 387 -471 391 -1011 222 1737 -289 1206 -199]
[-460 -692 633 436 -590 -915 -187 160 -64 517 510 229 438 988 887 329 -268 467 110 907 -579 -351 -815 925 458 -315 635 696 -275 511 112 -736 515 186 668 945 899 811 123 -69 88 222 79 -733 101 -677 311 -880 -136],[-258 930 -829 -759 27 -259 409 -628 377 -154 -111 -821 714 536 348 723 300 -773 -196 332 -573 238 -427 489 -831 -373 725 476 306 101 -432 -912 446 458 -654 665 -659 -188 870 -121 776 -944 51 -240 166 687 352 -827 418],[-718 238 -196 -323 -563 -1174 222 -468 313 363 399 -592 1152 1524 1235 1052 32 -306 -86 1239 -1152 -113 -1242 1414 -373 -688 1360 1172 31 612 -320 -1648 961 644 14 1610 240 623 993 -190 864 -722 130 -973 267 10 663 -1707 282]
[541 141 38 141 -549 289 -919 100 -69 41 -720 396 -885 -770 279 -840 202 -550 -717 364 692 -359 -150 560 503 722 132 604 655 -910 -718 -917 366 840],[-790 806 198 538 372 400 510 -186 515 478 108 647 633 -108 -58 957 246 -227 -763 202 -962 739 -91 -244 -745 -702 873 34 572 679 213 -214 779 -986],[-249 947 236 679 -177 689 -409 -86 446 519 -612 1043 -252 -878 221 117 448 -777 -1480 566 -270 380 -241 316 -242 20 1005 638 1227 -231 -505 -1131 1145 -146]
[494 -984 441 -591 943 1 -37 722 -961 585 287 990 727 442 -709 341 -729 -952 284 -45 320 324 -720],[177 -53 -312 -822 -201 123 248 197 -109 415 -777 -60 735 770 146 533 -691 -294 900 -346 824 773 -443],[671 -1037 129 -1413 742 124 211 919 -1070 1000 -490 930 1462 1212 -563 874 -1420 -1246 1184 -391 1144 1097 -1163]
[293 752 380 90 -733 549 -904 469 -249 -80 33 -727],[13 932 781 980 856 -203 -429 -71 657 -691 250 -336],[306 1684 1161 1070 123 346 -1333 398 408 -771 283 -1063]
[241 790 433 -747 -773 -961 431 -20 -498 -79 -643 -39 33 844 495],[-856 223 -215 -908 338 -431 -680 835 -564 -587 -839 675 637 -451 214],[-615 1013 218 -1655 -435 -1392 -249 815 -1062 -666 -1482 636 670 393 709]
[-258 -910 -449 -269 -500 -101 -405 -410 877 287 -242 744 644 175 -807 -68 -430 -289 -505 -376 -624 544 322],[-549 -392 366 801 554 -901 819 -194 -691 -395 -1000 -349 -812 -519 -783 897 -601 967 -982 -202 -956 703 -16],[-807 -1302 -83 532 54 -1002 414 -604 186 -108 -1242 395 -168 -344 -1590 829 -1031 678 -1487 -578 -1580 1247 306]
[-70 430 276 847 -193 -256 144 280 -103 653 935],[411 650 511 876 -840 -277 -596 -333 -868 21 -168],[341 1080 787 1723 -1033 -533 -452 -53 -971 674 767]
[15 766 -834 -711 -271 -653 -721 -798 55 -564 772 673 -661 -187 514],[479 518 -100 -434 -889 805 313 -864 -951 164 -287 140 608 -326 643],[494 1284 -934 -1145 -1160 152 -408 -1662 -896 -400 485 813 -53 -513 1157]
[366 -350 763 -302 104 -533 750 422 -442 -58 -79 -25 -382 599 -16 -869 171 790 961 -642 -638 812 -218 863 784 854 -668 997 -329 658 774 66 26 629 641 -825 -232 930 -700 919 -213 -277 -727 41 933 160 420 884],[679 -870 -655 -425 -248 -361 875 -297 -100 268 -387 -865 1 200 358 -140 -598 -464 804 -589 982 523 -599 307 549 783 731 9 -509 633 -685 951 826 760 240 -632 -693 -733 731 -288 -421 -594 -178 -850 -25 432 750 796],[1045 -1220 108 -727 -144 -894 1625 125 -542 210 -466 -890 -381 799 342 -1009 -427 326 1765 -1231 344 1335 -817 1170 1333 1637 63 1006 -838 1291 89 1017 852 1389 881 -1457 -925 197 31 631 -634 -871 -905 -809 908 592 1170 1680]
[-938 -247 741 -113 286 667 453 -875 928 94 -711 358 -967 -266 911 -590 322 907 -311 -736 735 309 -224 863 -903 -395 267 -645 -257 47 122 869 -974 889 148 -373 -237 -559 -20 458 998],[660 688 -628 -945 -418 916 904 305 106 -429 815 -424 813 70 -146 189 -320 269 -455 154 -216 -9 -589 801 623 -304 97 -608 -199 -624 -47 -264 -246 584 931 -961 -434 119 -97 353 -590],[-278 441 113 -1058 -132 1583 1357 -570 1034 -335 104 -66 -154 -196 765 -401 2 1176 -766 -582 519 300 -813 1664 -280 -699 364 -1253 -456 -577 75 605 -1220 1473 1079 -1334 -671 -440 -117 811 408]
[-395 483 -19 -184 -436 421 738 -347 940 -134 229 842 -885 -939 553 -667 -15 207 532 -618 198 634 547 -560 772 235 -544 99 880 -592 -555 -855 -602 -899 -351 -408 672 309 -645 -158 -956],[-368 606 -33 38 956 286 -473 547 -291 32 749 -118 146 -532 -744 843 -583 348 528 -409 107 487 437 -166 644 721 510 36 801 117 490 588 -152 -987 -642 -847 796 548 966 352 -839],[-763 1089 -52 -146 520 707 265 200 649 -102 978 724 -739 -1471 -191 176 -598 555 1060 -1027 305 1121 984 -726 1416 956 -34 135 1681 -475 -65 -267 -754 -1886 -993 -1255 1468 857 321 194 -1795]
[146 -45 994 -218 255 71 -865 -333 747 670 425 -710 -589],[-653 711 -362 823 -529 841 735 -27 -723 338 -716 302 69],[-507 666 632 605 -274 912 -130 -360 24 1008 -291 -408 -520]
[504 -807 -16 392 521 -780 -435 -492 -112 -176 90 -128 -277 225 -469 -865 -815 715 -46 51 490 87 -410 -416 491 308 447 -894 860 -76 -570 -281 916 82 -76 -207 -817 259 551 713 896 705],[877 266 -983 272 -192 310 -46 61 -794 -894 160 -826 -524 -792 135 141 906 -1 727 -196 -88 187 614 -198 395 -169 377 -344 -512 -539 239 763 237 164 196 423 423 -159 -592 844 909 -644],[1381 -541 -999 664 329 -470 -481 -431 -906 -1070 250 -954 -801 -567 -334 -724 91 714 681 -145 402 274 204 -614 886 139 824 -1238 348 -615 -331 482 1153 246 120 216 -394 100 -41 1557 1805 61]
[-153 750 -754 648 830 781 -678 374 549 -539 -41 -294 505 620 -248 -510 -894 975 -910 132 899 -581 139 334 60],[-907 -769 325 -230 90 894 -956 190 -523 -43 -321 373 569 -399 -101 207 688 523 984 754 -201 467 745 -732 681],[-1060 -19 -429 418 920 1675 -1634 564 26 -582 -362 79 1074 221 -349 -303 -206 1498 74 886 698 -114 884 -398 741]
[518 -123 -96 -353 -381 484 -538 -816 400 912 765 -282 -148 -405 905 -532 651 -670 -941 965 501 -459 -613 291 285 83 186 852 264 26 -146 948 -719 -718 340],[-793 823 -205 656 16 -662 -335 157 -544 -891 954 -413 -971 -52 -308 709 323 -793 25 -121 42 -268 -801 98 -221 594 134 55 939 -810 294 -697 -585 -382 870],[-275 700 -301 303 -365 -178 -873 -659 -144 21 1719 -695 -1119 -457 597 177 974 -1463 -916 844 543 -727 -1414 389 64 677 320 907 1203 -784 148 251 -1304 -1100 1210]
[-791 79 480 -286 788 -25 -514 136 -382 355 179],[310 195 441 20 -291 330 -304 -115 -981 24 -86],[-481 274 921 -266 497 305 -818 21 -1363 379 93]
[-899 -155 -329 -298 -12 -220 -323 -951 -65 660 47 -186 -301 458 -31 -759 909 -683 -535 951 236 640 52 804 -628 550 522 -814 -680 330 -430 103 -526 -170 -279 617 281 -57 184 927],[-870 -475 534 -481 575 168 -186 689 -576 486 -575 74 -131 -714 396 -771 -589 870 542 883 -837 676 522 28 -504 827 792 -462 540 -382 -786 385 748 321 -124 -975 -42 -483 676 391],[-1769 -630 205 -779 563 -52 -509 -262 -641 1146 -528 -112 -432 -256 365 -1530 320 187 7 1834 -601 1316 574 832 -1132 1377 1314 -1276 -140 -52 -1216 488 222 151 -403 -358 239 -540 860 1318]
[-67 796 500 -633 36 330 427 986 690 -156 995 37 -262 124 100 -149 -270 -522 -540 751 11 -449 -922 -644 608 786 167 -82 -720 127 904 363 648 -270 808 301 -369 -853 -170 -869 -252],[119 146 -979 190 485 97 -675 -687 391 -456 290 -484 -296 164 -617 607 -761 -533 316 -188 -139 -791 968 322 -71 -645 -719 -664 -574 580 399 656 20 -707 -966 -36 478 465 552 318 -723],[52 942 -479 -443 521 427 -248 299 1081 -612 1285 -447 -558 288 -517 458 -1031 -1055 -224 563 -128 -1240 46 -322 537 141 -552 -746 -1294 707 1303 1019 668 -977 -158 265 109 -388 382 -551 -975]
[-939 -202 -657 -847 -413 836 183 423 679 -612 556 -421],[-969 540 -966 -266 696 -171 697 -443 950 738 -708 308],[-1908 338 -1623 -1113 283 665 880 -20 1629 126 -152 -113]
[-163 -651 -868 -358 -722 328 766 335 -979 171 874 -454 -535 133 555 564 -365 53 969 -288 -358 -861 -133 -36 306 -622 -502],[-307 -38 610 -302 -602 721 639 816 -611 -49 -487 583 -128 -86 778 690 416 -314 826 -418 -176 -424 -204 -248 933 488 -51],[-470 -689 -258 -660 -1324 1049 1405 1151 -1590 122 387 129 -663 47 1333 1254 51 -261 1795 -706 -534 -1285 -337 -284 1239 -134 -553]
[371 143 -936 381 -325 -925 198 -805 -391 -47 130 458 343 -402 1000 925 -589 103 905 -842 -535],[-311 -246 360 -685 -328 -747 -356 -900 100 -842 -1000 -28 534 -682 226 274 -623 -932 588 757 414],[60 -103 -576 -304 -653 -1672 -158 -1705 -291 -889 -870 430 877 -1084 1226 1199 -1212 -829 1493 -85 -121]
[732 131 -908 -198 -371 645 -733 -735 271 -201 214 854 -841 -910 -670 -735 280 -132 -441 -716 -825 503 248 592 -599 307 472 332 297 -972 -715],[25 564 204 330 187 -96 249 785 346 919 500 30 980 -388 150 0 -189 123 -589 -225 366 444 -504 923 -583 -319 632 127 -174 888 -981],[757 695 -704 132 -184 549 -484 50 617 718 714 884 139 -1298 -520 -735 91 -9 -1030 -941 -459 947 -256 1515 -1182 -12 1104 459 123 -84 -1696]
[614 -510 -725 348],[336 984 62 -680],[950 474 -663 -332]
[-955 -254 573 532 199 -793 168 499 452 -798 818],[894 -82 -64 472 -919 565 -577 968 -747 736 -534],[-61 -336 509 1004 -720 -228 -409 1467 -295 -62 284]
[-712 -63 853 -601 720],[-874 528 -868 -276 800],[-1586 465 -15 -877 1520]
[-190 317 983 -736 -518 341 -95 -932 726 843 -660 467 -644 -564 809 270 622 -488 -222 -384 -471],[-351 -242 -107 -667 538 -894 -700 742 -168 -941 -828 -497 -792 -130 -153 -97 -179 -560 858 -384 -637],[-541 75 876 -1403 20 -553 -795 -190 558 -98 -1488 -30 -1436 -694 656 173 443 -1048 636 -768 -1108]
[33 -796 -12 -781 747 275 -995 727 -116 346 -604 -172 466 -785 -361],[-631 664 335 -601 -835 242 -74 -613 550 -276 204 252 71 610 161],[-598 -132 323 -1382 -88 517 -1069 114 434 70 -400 80 537 -175 -200]
[499 835 293 -999 426 902 -905 349 -304 691 585 354 551 -378 -278 959 -760 -327 875 27 -212 -189 -255 -267 -223],[630 161 737 802 -874 64 -598 -203 -504 475 -561 -951 662 -918 269 -790 51 753 -858 302 964 790 648 929 436],[1129 996 1030 -197 -448 966 -1503 146 -808 1166 24 -597 1213 -1296 -9 169 -709 426 17 329 752 601 393 662 213]
[250 -965 659 -198 -567 292 -777 89 447 -674 -303 -461 520 -533 -548 -346 707 592 -172 -1 -287 -288 224 -243 -895 141 622 888 -841 222 -435],[-831 532 -318 -153 -154 -253 -667 524 -143 -177 269 448 790 -798 158 -235 583 987 88 325 -377 891 114 213 930 -206 -892 -398 -637 719 -905],[-581 -433 341 -351 -721 39 -1444 613 304 -851 -34 -13 1310 -1331 -390 -581 1290 1579 -84 324 -664 603 338 -30 35 -65 -270 490 -1478 941 -1340]
[711 591 957 -13 941 -211 -115 -218 -547 -695 415 748 735 198 634 -417 985 511 796 360 -802 96 -689 228 244 -990 246 -101 386 -498 -752 -691 -564 -431 -749 -278 -303 -225 -482 288 387 125 -530 666 -723 -497 66 -944 451],[-146 869 849 -475 142 -150 -655 168 425 76 277 -697 -679 -676 -271 -725 336 929 -724 208 741 -20 943 -50 -513 42 948 367 -860 -940 -558 215 -608 -357 413 -190 -785 985 205 352 -27 154 716 -951 -869 -515 219 934 169],[565 1460 1806 -488 1083 -361 -770 -50 -122 -619 692 51 56 -478 363 -1142 1321 1440 72 568 -61 76 254 178 -269 -948 1194 266 -474 -1438 -1310 -476 -1172 -788 -336 -468 -1088 760 -277 640 360 279 186 -285 -1592 -1012 285 -10 620]
[993 -884 614 -755 -906 770 -397 45 689 625 -286 -237 -783 369 -879 99 419 274 -186 -981 492 -26 278 85 -788 505 -413 -78],[-428 549 463 -386 -604 -716 318 -557 -411 122 -652 969 882 -591 166 942 -400 -722 294 508 152 -711 84 -93 112 -862 -837 -84],[565 -335 1077 -1141 -1510 54 -79 -512 278 747 -938 732 99 -222 -713 1041 19 -448 108 -473 644 -737 362 -8 -676 -357 -1250 -162]
[-193 106 -850 912 521 825 386 675 -289 -453 -987 643 61 -696 -292 311 235 -8 -294 755 236 -351 -628 25 728 141 266 697 -524 660 466 -45 728 -806 -881],[-784 -57 -926 -518 -76 -619 372 -811 -746 903 543 923 437 738 -8 -246 742 88 -544 -457 -633 -402 122 200 605 470 535 357 -619 881 161 -985 461 -150 -358],[-977 49 -1776 394 445 206 758 -136 -1035 450 -444 1566 498 42 -300 65 977 80 -838 298 -397 -753 -506 225 1333 611 801 1054 -1143 1541 627 -1030 1189 -956 -1239]
[6 -863 58 935 -778 -729 143 37 418 888 -748 -852 -419 -248 -69 954 -195 -531 -784 77 443 100 -355 -800 938],[-111 -786 -360 893 -807 81 -970 -913 -743 381 -470 -401 177 -14 363 211 185 -445 167 -818 -621 -759 -119 -994 850],[-105 -1649 -302 1828 -1585 -648 -827 -876 -325 1269 -1218 -1253 -242 -262 294 1165 -10 -976 -617 -741 -178 -659 -474 -1794 1788]
[-412 110 546 281 -288 -177 -616 58 -840],[-955 -816 -456 937 8 623 609 727 612],[-1367 -706 90 1218 -280 446 -7 785 -228]
[-374 -705 264 217 -874 906 -733 -570 -106 600 223 -451 822 520 -976 -246 960 -692 -82 -592 -682 -120 -564 141 484 247 313 39 -812 121 499 -61 890 395 410 203 -842 972 75 -975 -640 438 435 250 204 910 74],[-157 694 863 932 422 455 -83 996 -846 -355 285 580 -214 900 517 -651 584 -803 343 -661 -329 981 -193 -762 -209 874 569 -598 -174 -279 -837 -559 -834 135 944 101 607 71 151 302 908 -163 -606 -166 -208 -645 307],[-531 -11 1127 1149 -452 1361 -816 426 -952 245 508 129 608 1420 -459 -897 1544 -1495 261 -1253 -1011 861 -757 -621 275 1121 882 -559 -986 -158 -338 -620 56 530 1354 304 -235 1043 226 -673 268 275 -171 84 -4 265 381]
[966 -34 -687 -69 -308 909 -907 586 -579 29 434 -915 310 -11 -682 586 535 -928 308 779 -331 707 289 212 -435 -326],[911 617 41 988 -616 865 -165 -45 -647 -363 328 -24 -201 -657 269 192 778 -239 -614 270 485 767 -474 386 112 22],[1877 583 -646 919 -924 1774 -1072 541 -1226 -334 762 -939 109 -668 -413 778 1313 -1167 -306 1049 154 1474 -185 598 -323 -304]
[474 -699 -482 902 750 142 15 -868 -84 -590 -190 309 -991 841 -412 1 -241 -691 -111 -303 -253 -353 944 104 -171 784 176 -569 -106 -54 196 809 954 779 882 -948 126 -199 -335 -686 -120 -385 -690 78 -787],[-845 -795 -711 -455 -591 -938 515 127 -314 120 326 490 -553 483 481 -674 -4 450 -81 -300 851 -408 -237 -870 10 -257 -996 382 -824 642 752 652 -770 642 859 -178 -972 886 -117 -90 -955 -373 938 698 -136],[-371 -1494 -1193 447 159 -796 530 -741 -398 -470 136 799 -1544 1324 69 -673 -245 -241 -192 -603 598 -761 707 -766 -161 527 -820 -187 -930 588 948 1461 184 1421 1741 -1126 -846 687 -452 -776 -1075 -758 248 776 -923]
[843 -150 390 -893 -432 -966 823 -89 -894 -303 541 -965 4 315 463 -875 -218 350 -150 960],[-170 441 -166 -30 963 381 -193 -227 -170 -105 -313 -810 325 -599 -667 145 -796 753 -730 916],[673 291 224 -923 531 -585 630 -316 -1064 -408 228 -1775 329 -284 -204 -730 -1014 1103 -880 1876]
[-534 510 -359 -700 -833 627 -238 -930 951 -599],[356 273 867 -534 -123 -988 244 -629 -115 -504],[-178 783 508 -1234 -956 -361 6 -1559 836 -1103]
