train,
[-50 0 -49 37 -31 -21 -7 48 14 -49 48 25 -10 -34 34 18 -35 -27 -6 0 4 19 -25 -24 -9 23 -22 11 13 0 -39 6 19 -47 -8 8 45 -16 31 -50 3 34 38 18 -39 -38],29
[0 0],1
[0 0 0 0],3
[-21 0 -20 -27 -45 0 0 0 17],7
[39 21 0 45 40 -39 -34 11 0 -30 -25 -49 30 0 -2 -3 47 38 50 0 0 49 -34 -16 4],20
[-34 -6 47 -3 21 0 -10 3 20 8 -38],5
[-16 -18 14 14 -14 2 -34 33 -25 10 -44 25 -28 44 24 -15 47 -32 37 36 5 8 -43 -15 25 42 -49 -3 26 -37 -2 5 -45 40 12 38 -30 0 0 -27],38
[49 -22 2 -50 -31 -39 -15 30 39 29 -18 14 0 -33 37 1 -25 26 36 46 -46],12
[3 41 -49 -41 15 8 20 -17 -1 0 17],9
[0 -10 38 17 0 0 33 0 0 10],8
[47 0 -19 0 0 2 -46 18 34 -32 17 11 -38 20 18 1 0 -12 14 0 -39 -37 10 0],23
[-16 -18 -19 30 39 48 -20 12 36 3 -35 18 -1 7 -7 19 -45 -2 9 21 36 -23 46 30 -36 -36 0 -28 28 47 42 23 32 10 -45 -47],26
[0 0 34 -30 0 0 5 37 48 -50 0],10
[0 0],1
[3 0 22 -6 0 0 29 2 -14 19 0 -48 -40 16 8 0 21 -41 1 4 -1],15
[0 -46 -36 2 -47 21 18 -40 0 0 -41 -32 -44 15 15 8 -18 25 12 -19 -30 42 0 -4 -45 31 43 -10],22
[0 -45 39 -34 -50 41 0 -48 -28 -7 12 -16 0 -48 45 -27 42 -29],12
[44 4 33 -40 -21 31 -45 0 -28 23 -8 38 10 31 8 40 36 -35 -6 49 2 -16 29 0 0 21 -19 -49 36],24
[37 11 -31 0 -24 -49 0 46 0 -2 -17 -32 -15 -7 50 0],15
[-47 0 11 -8 38 -39 -48 19 39 14 -49 36 0 -29 16 10 21 -15 23 -32 9 -45 -2 47 -30 -36 -31 48 19 -27 12],12
[2 24 0 -8 -12 29 0 2 25 29 6 14 29 -13 -17 0 -30 12 41 35 0 0 0 2 0 14 -17 -21 -8 4 3 -38 16 38 11 21 30],24
[-27 1 -24 33 29 -19 -36 25 -28 -2 24 0 -22 15 48 28 43 -13 0 0 0 -4 50 0 0 -49 -36 13 33 38 48 33 30 -13],24
[0 33 -3 25 -17 -28 -17 -19 16 -42 13 -6 -49],0
[1 -37 -16 -26 32 -25 -27 -15 43 24 0 0 -23 -27 0 -20 0 -15],16
[0 0 -16 24 -29 -37 48 -31],1
[-24 18 -43 20 -31 0 13 -39 16 0 16 -22 -9 17 0 6 0 -8 -28 4 12 -4 47 6 -32 6 16 45 -6 -43 0 -47 -12 17 -22 33 35 -29 7 32 -38 0 -46],41
[24 0 11 -9 0 36 0 -35 -39 29 -22 -8 0 43 46 2 -43 3 29 0 -21 -12 20 50 25 0 -2 34 -44 -30 -12 17],25
[0 -19 37 31 30 -33 8 0 46 -5 40 13 21 31 -46 9 41 3 32 12 37 0 -12 -44 -13 0 26 0 -49],27
[-39 -34 0 2 -27 47 31 0 -12 -22 42 -19 -37 34 -24 -30 15 -4 2 31 -46 6 -33 22 22 1 -16 17 21 0 -41 0 -49 -40 29 -3 40 -35 -17 -49 3],31
[0 44 0 28 39 -27 7 16 -49 -11 24 0 -34 0 23 -31],13
[-24 26 -23 25 -14 -31 23 0 -32 -3 43 11 -27 -8 48 24 36 -45 22 0 28 0 42 30 -14 16 -21 -35 46 -35 0 8 -36 17 26 -42 -28 0 -4 32 -21 27 -18 -20],37
[-46 -12 -11 1 41 47 0 -21 0 0 0 16 -26 -1 45 -32 -23 22 -22 -15 0 13 -16 22 -39 9 -12],20
[0 -34 11 2 -34 -1 31 46 -6 0 0 0 0 21 -15 -28 18 -36 -13 7 44 -8 37 6 -38 28 28 17 -13 -26 48 0 -5 -48 -35 13 25 13],31
[-36 4 -4 0 -34 17 0 11 34 -16 -25 -10 17 -26 -4 -18 -42 0 10 -14 2 -18 23 -15 -19 50 -37 -14 18 37 -15 -23 18 5 -46 36 0 -41 -30 -3 46 42],36
[-3 -32 -9 -35 0 19 -26 -6 0 -34 17 -23 38],8
[0 45 -47 -35 25 -31 -45 0 30 43 -18 28 46 -27 -49 -34 -42 -19 12 41 22 4 0 -20 0 0 -43 0 29 42 -21 -29],27
[6 25 17 6 12 3 26 -32 -30 19 0 -30 22 -7 0 6 0 -5 -43 -2 0 24 20 7 -31],20
[-34 44 50 7 12 25 50 -36 -9 29 -7 -44 -45 -15 31 0 43 0 -38 -1 13 -22 38 9 36 -48 22 34 43 0 -42 -32 28 -12 -15 -38 18],29
[-26 -8 -11 10 0 0 2 0 25 0 -28 28 0 -35 -2 -44 -27 0],17
[0 0 6 0 18 0 40 19],5
[16 47 45 -2 48 -47 17 0 -27 43 -43 37 -34 13 -42 -38 -42 -47],7
[19 21 9 0 -38 0 23 7 36 49 -50 0 18 -18 -39 16 27 46 1 5 -19 7 14 2 -14 -34 -18 0 11 -20 0 -2 -18 -49 -5 -32 -6 44 30 0 -5 35 -32 42 22 -21],39
[26 34 5 26 45 -4 -16 -24 -41 17 -25 -39 48 15 -21 -17 -42 24 0 -32 -30 12 23 30 -48 5 5 -8 -11 30 -36],18
[31 26 37 0 33 -2 -33 11 22 16 -38 -46 45 -43 12 -32 44 0 20 -14 -7 -35 28 -26 30 0 44 21],25
[-27 29 -17 3 -24 -32 -20 -39 13 -21 -4 -8 -42 -28 23 0 -10 32 -22 -13 -38 0 0 33 23 -7 -13 -39 -2 0 -18 -34],29
[0 0 23 26 34 36 49 29 25 -12 -46 21 38 -35 37 0],15
[-8 14 -34 -41 0 0 -37 31 -12 -18 -49 -4 15 2 0 -22 8 0 -4 23],17
[-2 25 -25 -20 0 0 -36 0 0 9 0],10
[0 -30 30 -33 -29 -34 0 0 35 -40 49 -25 0 -31 31 0 4 -34 10 28 28 46 46 7 -27 44],15
[-47 21 -20 -17 -34 -29 16 40 45 -7 19 -40 33 25 0 15 -46 0 -29 0 46 0 12 32 20 20 1 -30 -4 25 28 -30 -22 -19 -9 -21 27 0 -8 49 37 28 34 -9 29 -33 23 25],37
[5 50 -13 14 -23 41 21 1 31 40 47 5 21 -29 -36 27 18 -41 -49 0 0 -7 -37 -44 0 24 -19 -9 0 3 0 49 21 -35 -45 -3 32 -45 -16 -37 45 6 -26 -1 0 44],44
[0 0 0 31],2
[-28 8 -14 -30 7 0 20 -42 -27 0 -1 33 -33 36 -14 5 0 39 0 45 40 9 -26 16],18
[0 45 30 0 7 48 25 34 21 0 -21 32 0 35 -28 -28 16 -47 48],12
[22 10 31 -31 -29 42 -49 -43 -44 0 -28 -28 -3 10 0 15 0 -30 -2 23 10 17 -31 -2 0 34 -46],24
[-49 -44 -46 0 37 9 34 -10 1 20 22 -1 32 0 -43 -44 20 7 -17 21 -15 12 0 1 -38 -20 11 11 36 0 4 39 -44 0 -12 -33 50 0 28 41 28],37
[0 0 -18 0 0 -10 33 0],7
[4 11 39 -34 50 5 15 46 -24 -17 0 39 -18 -41 7 28 27 17 -8 -48 -29 -1 -47 -39 -40 -1 49],10
[-40 0 -36 -2 0 -31 41 45 -28 -30 20 0 44 18 39 3 36 -12 36 44 24 33 27 38 -36 -25 -41 -44 21 0 -11 -31 -46 -25 12 -4 14 32 34 0 1 -11],39
[-24 21 9 -2 -1 -3 -39 -1 20 -42 0 -36 19 -13 -20 0 0 -36 17 43 -30 44 37 17 4 -6 -7 -28 -11 -48 10 20 41 -46 -13 31 -24 -21 0 43 -29 44 -17 -19 -5],38
[28 3 35 35 -44 16 1 -10 39 7 50 1 29 10 -17 -33 20 45 14 0],19
[-27 -21 46 -44 -33 25 16 -3 13 -47 0 0 13 30 -28 -6 37 -45 50 46 50 49 -48 -8 49 1 9 24 9 30],11
[0 0 14 -29 -20 2 0 -26 21 0 0 -2 -38 26 20 0 33 50 29 46 -42 26 13 26 -20 16 -14 -13 21 -38 16 22],15
[-25 4 -36 -42 -48 -42 14 -26 0 36 -33 0 23 47 0 -9 47 -30 48 18 0 33 -9 2 44 0 34 23 24 47 19 35 -50 -46 22 3 -40 30 -18 0 17 -37 -44 -7 -34 -17 -36 0 -34],47
[14 49 -45 14 15 0 40 -35 -19 29 -39],5
[-36 21 -13 -38 -30 38 -50 26 0 33 13 6 -18 38 -41],8
[21 19 41 6 -31 0 0 -40 -46 -31 -17 -27 17 -35 49 26 18 0 -43 -10 7 -37 30 -41 23 0 -35 -42],25
[33 -35 0 -14 -22 -46 0 8 -27 -7 -29 -29 32 -44 0 0 -12 -42 29 47 -46 -32 -50 20 5 47 40 42 -39],15
[-37 -15 0 12 4 -1 45 -3 43 46 0 -21 16 -21 47 -45 9 17 -19 24 0 -4 -37 16 49 27 -30 -1 22 -36 19 -32 35 -47 -8 -1 -15 -41 -50 40 10 -16 41 -20 -38],20
[0 -25 19 0 15 -48 -41 45 32 27 17 4 -37 -49 0 24 41 0 41 -37 -7 13 -14 -41 12 0 2 8 -26 0 -3 -48 8 -18 -1 -30],29
[29 -33 -37 0 45 0 25 -19 -42 4 0 -35 -20 -24 40 -4 -15 0 -44 0 47 10],19
[-50 0 24 -12 -44 -7 0 9 17 -39 -3 -37 -32 -37 0 -2 0 21 45 15 -42],16
[-37 -24 0 36 -3 -40 -28 -4 -21 31 -26 36 6 -35 -22 -21 -32 -39 -3 48 -37 44 49 15 26 22 -36 1 -42 9 5 5 17 40 15 43 -43 8 -13 -20 10 11 40 50],2
[0 -17 -7 0 32 -34 0 0 -12 -7 0 25 -45 48 -3],10
[32 24 5 -21 -11 -19 -28 0 14 19 0 0 38 42 20 31 0 -20 0 -43 33 -25 -23],18
[-5 27 32 -46 -35 0 -7 -43 28 36 -38 41 2 12 30 -25 0 -2 -26 -24 21 -44 26 -20 28 3 19 23 -31 0 -36 -38 32 12 19 49],29
[27 35 6 -18 24 -37 36 -18 -14 12 43 -36 14 -49 0 -15 37 -35 -19 0 9 29 37 29 -6 -49 -2 -23],19
[8 32 12 -18 43 8 0 -28 -7 29 29 0 0 4 -29 2 2 -43 43 -28 0 49 17 15 23 -13 25 -6 -6 39 27 -1 41 -47 -18 0 26 45 -22 -44 -30 -35 26 43 -40 -49 -41 -13 0],48
[49 0 1 -25 -29 0],5
[-28 0 -28 11 -2 0 -6 -2 0 22 0 31 23 0 0],14
[0 41 0 25 0 0 -8 2 8 35],5
[0 17 8 50 -39 31 -6 17 40 5 46 37 0 -23 0 -49 7 0 0 -21 -3 42 -43 -32 -31 43 -30 18 0],28
[-6 0 29 16 25 44 -45 -15 0 26 47 -45 33 46 2 22 0 28 17 0 30 0 -24 -22 22 5 -5 -21 -46 -41 49 -21 -42 -27 30 49 0 -18 47 49 0],40
[-45 2 12 -17 32 0 0 -24 10 0 -50 22 0 0 -30 0 -34 36],15
[0 35 -38 6 9 25],0
[-10 17 14 49 6 41 26 -50 -26 -26 0 -29 41 -42 34 18 45 19 -18 -33 -12 32 47 10 -3 2 -12 48 29 -18 -31 0 28 0 -4 -1 -19 36 -33 -27 6 -5],33
[9 27 15 -18 34 -30 0 42 3 8 17 15 49 10 -14 0 -45 0 47 14 -29 -4 -6 -1],17
[19 40 31 -45 0 0 45 -15 15 47 -25 -37 -14 0 25 0 21 7 31 -49 -18 -31 19 -14 -14 -42 -41 31 22 31 -40 11 -40 -29 -30 45 -6 -25 -35 41 6 -15 -22 44 0 27 0 0],47
[20 -8 1 -32 -18 47 -3 -32 -21 0 49 -33 -20 39 -6 31 -3 -24 20 -31 17 -45 31 -22 12 4 15 -25 -33 11 22],9
[0 -41 2 -15 35 -25 44 -16 -5 -20 23 -33 -50 22 9 -34 31 49 28 4 33 0 38 0 -48 44 -35 -37 -37 -40 0 39 -12 -42 40 -24 36 43 -35 47],30
[10 5 -17 40 20 -35 9 18 23 24 -37 -30 -27 0 46 -49 4 0 14 6 33 32 45 -24 19 -25 41 23 0 15 9 -13 5 -35 47 29],28
[7 10 -25 -22 49 44 30 25 30 2 -32 -49 -27 33 -24 -48 -32 15 0 14 26 -12 -19 -27],18
[50 30 0 -21 40 5 -15 0 -14 0 45 0],11
[1 9 2 41 0 0 0 -4 -44 0 40 0 14],11
[5 -39 2 1 -16 -22 -46 -19 7 -8 24 -48 -3 -49 1 0 -38 43 -40 -43 36 8 -17 -14 -49 42 16 14 -35 -21 35 -13 0 1 9 28 -35 18 16 50 -33 -1 33 -5 -45],32
[35 24 0 42 30 -45 34 30 6 4 -17 23 -2 0 28 -16 -31 0 0 -12 -16 -50 50 3 -1 -28 -5 0],27
[0 0 0 0 -30],3
[-31 0 -46 -41 41 -43 0 0 -18 25 28 46 -13 -37 27 43 1 35 -17 21 -2 46 23 -39 -14 42 -44 15 -48 -28 0 48 17 -16],30
[-12 0 17 -24 18 -32 35 26 37 33],1
[14 -47 29 0 -10 -3 -32 44 6 -33 0 -13 4 -2 0 17 40 -27 38 22],14
[41 18 34 -30 -2 26 -44 -28 -14 7 0 -37 0 -12 49 -11 0 -1 17 20 33 -24 3],16
[-49 -12 25 38 -26 -37 35 0 16 -14 50 43 -5 50 6 -20 35 37 -39 -36 26 47 -40 -3 -19 28 22 -23 -36 -35 -22],7
[0 -30 19 -10 -11 42 39 -37 45 0 0 2 -39 9 -28 0 0 45 -37],16
[-31 -9 38 0 -29 -50 0 -49 -43 23 -46 40 14 -46 -42 -29 -10 35 11 46 10 -18 0 0 -39 -17 -9 30 35 0 -42 -23 35 50 9 -25 20 9 31 34 -8 20],29
[11 5 3 12 -40 17 0 -15 32 0 0 0 40],11
[42 44 14 -10 28 -12 -41 -1 31 -33 30 0],11
[10 -39 0 -32 24 0 12 -33 -19 -48 46 27 -49 34 15 -33 26],5
[-10 24 44 0 -39 -23 -15 -41 -19 -10 -17 -19 -29],3
[-15 0 0 -41 -35 45],2
[0 0 0 0 0 -20 0],6
[1 -42 25 -43 -4 0 5 -47 33 -41 10 -40 -15 20 13 42 24 41 0 -7 -34 1 -31 36 47 45 -41 -49 -5 -5 -44 -43 -22 -39 -44 -34 -11 -31 21 19 -1 15 6 37 13],18
[0 -33 -36 -40 -14 -31 2 7 -2 21 1 43 40 -38 21 0 23 7 12 -35 -21 0 -1 -27 9 -50 35 13 21 -2 0 0 50 45 27 -22 32 25 -9 26 16 -6 -32 -39 41],31
[-12 0 0 25 -14 -26 0 36 0 0 0 37],10
[47 -32 33 -25 8 17 25 17 -29 -36 -22 -47 -47 25 6 0 41 -17 -39 11 -17 13 1 -7 43 -34 -27 12],15
[-4 0 -29 0 -38 5 23 0 9 36 -42 34 -42 39 23 -29 -12 25 -6 7 10 -35 3 28 1 15 -5 25 8 -29 -23 -49 -9 34 -10 -9 38 0 12],37
[-40 0 -4 14 1 -2 -27 -29 -7 -43 46 -33 -7 29 -49 41 33 6 -6 50 -40 -27 37 -27 -35 43 -49 -49 -15 41 -4 -44 -17 -44 36 0 6 -49 -30],35
[0 -31 46 -22 18 -40 0 24 6 0 46 -45 39 10 0 -16 -40 -41 -6 -47 8 5 17 -27 38 31 -25 -9 40 26 -16 -8],14
[15 -14 0 41 48 -50 8 22 0 32 0 9 0 25 -35 0 -18 35 10 -28 44 0 -30 -2 17 -49 -10 -4 38 -35 7 -23 43 -13 48 -2],21
[23 24 -20 24 -41 -16 0 -38 -9 0 0 36 30 0 4 45 0 26],16
[15 0 50 7 24],1
[46 0 -9 -37 -22 -48 23 26 -12 5 49 2 27 -4 19 8 -49 7 -13 -36],1
[0 0 -31 -26 -5 33 3 2 -32 28 10 27 1 -41 7 -31 0 0 -39 49 -39 29 -15 21 39 4 27 -6 4 47 -34 48 -50 0 -30 0],35
[7 -41 23 0 0 0 -48 0 0 36 18 0],11
[-41 -9 50 22 -30 14 -4 -36 -32 50 -43 21 -11 -26 -13 -14 -33 8 5 6 -40 3 27 47 -12 0 -47 -25 35 -39 -27 -26 -13 46 4 46 -21 -45],25
[50 -38 41 24 -12 -26 -13 44 -19 20 49 -1 39 24 -19 25 0 43 0 33 41 14 5 -18 46 0 44 28 22 47],25
[0 11 -4 -20 -43 33 -31 43 25 20 -7 14 -29 -4 5 39 21 -13 -14 17 43 9 -47 -4],0
[20 5 36 -47 -7 0 6],5
[29 -44 -36 -32 0 0 -31 -50 -27 -29 -22 45 45 -49 -23 6 7 47 0 47 -14 -39 0 6 44 42 -23 -49 7 14 35 -4 44 -36 28 -28 -25 25 -8 25 42 46 1 0 -38],43
[43 -30 -41 44 3 47 -11 28 -46 20 34 19 -39 -42 -3 35 -35 -45 -45 -32 -36 38 -45 -7 24 0 5 48 -50 -19 47],25
[-5 41 -37 38 50 39 -32 -4 -48 0 -3 0 -35 -41 50 23 23 0 -30 -3 13 -13 -37 -45 47 -24 43 17 20 0 -2 0 2 -19 -49 -8 -20 0 36 -36 17 46 27 -15 1 -45],37
[-25 25 -5 -32 0 -30 -20 0 -18 10 11 29 45 -26 7 45 42 -11 7 12 -45 -29 -4 39 -9 -34 -32 4 -48 -48 0 42 5 -36 27 -5 -26 -28 -43 -39 25 45],30
[-5 20 28 -44 -46 36 0 -6 -13 42 28 48 29],6
[0 -18 -50 1 -23 45 48 -47 6 -4 24 10 -10 -46 -22 22 43 0 7 -16 0 -32 -24 20 23 -50 0 0 10 25 -29 15 0 -6 -17 21 25 50 -35],32
[37 -19 40 7 4 0 -46 -48 38 23 -31 -45 0 41 34 -26 0 -23 -21 39 -23 -45 -34 25 -18 35 5 -31],16
[0 0 0 0 -3 0 -49],5
[-33 -43 0 0 -28 -6 -34 32 31 50 14 -33 4 25 37],3
[28 -12 10 -50 0 -9 2 34 -30 -35 -42 -42 0 0 -42],13
[-18 30 -7 46 37 35 -12 9 24 33 -2 32 -49 -50 -39 -43 -49 -29 0 0 44 2 -20 0 17 38 1 4],23
[-41 45 0 -15 -17 16 24 24 -9 -18 -49 25 3 3 0 -6],14
[0 32 -6 -3 -48 0 35 0 0 -12 42 0 26 14 44 -49 50 0 -38 6 8 -48 -6 6 31 -19 13 16 -22 38 -39],17
[-35 0 -19 7 24 -18 -1 38 -16 26 -19 -1 -35 47 -14 41 10 -14 -28 -8 -33 0 -4 19 -31 47 6 0 23 8 -28 24 27 -24 -23 28 -14 -23 0 17 -40 -10],38
[50 -20 40 0 34 36 -45 44 -31 -25 10 0 -48 -47 49],11
[23 -20 5 -24 31 33 5 -43 -10 50 9 0 19 -15 -42],11
[-6 18 -24 48 4 0 -48 38 -17 0 -16 -7 4 41 -49 45 48 38 29 -1 -11 2 16 8 -46 -31 31 3 34 11 12 0 42 -19 8 -6 -48 -16 -21 -20 -46],31
[0],0
[27 0 -6 -13 39 6 -20 -42 -2 0 -3 0 0 -35],12
[0 -6 -25 0 -47 36 -9 40 38 24 -45 0 42 -18 29 0 -1 -39 31 -38 -4 1 -13 0 -37 -25 23 0 19 34 45 -23 25 26 0 2 -24 0 -9 38 -50 -38],37
[0 0 31 0 -23 4 0 0],7
[50 20 35 -32 15 -41 -44 0 32 46 -8 10 -49 31 -9 0 -39 -7 33 36 -25 15 -36 -10 -11 -42 -37 -5 -47 0 -36 -44 0 6 47 3 43 -32 16 44 35 -40 37 -15 0 0 21 1],45
[0 -37 -49 44 26 31 0 9 -50 9 -20 23 39 -2 5 -32 -27 -44 31 -15 -28 37 0 12 -39 0 34 32 -38 -33 -14 -22 -33 16 36 45 -40 14 -27 -45 -24 2 -24 0 -25 18 42],43
[-13 -47 42 -41 -46 0 -7 44 -14 -34 -17 18 -7 14 44 0 -25 -11 49 0 48 -36 46 -49 31 -13 37 26 17 6 -6 0 10 -44 21 47 0 -30 27 41 49],36
[0 -11 20 -18 0 -34 35 9 -28 0 0 0 -38 20 25 20 0],16
[-44 -5 32 -12 -24 -30 -8 -29 42 -34 0 18 38 -38 -31 -1 0 37 36 -7 -42 0 25 -30 27 0 2 0 13 44 8 -43 27 12 -37 0 -22 -4 -16 -48 -35],35
[6 -12 12 0 -49 0 40 19 -49 30],5
[-5 -45 -37 -22 -48 0 -19 -49 -22 -8 47 18 -33 -3 -22 31 44 40 -12 9 46 -8 -41 45 -34 0 -20 -50 3 10 6 42 -45 -28 23 29 42 -1 31 0 17 -38],39
[-42 41 -40 28 6 -46 43 13 -38 21 -8 0 10 20 0],14
[0 -19 0 9 -46 44 -27 -38 0 0 -37 -31 -49 -41 0 1 32 -25 16 0 42 8 -28 -50 16],19
[48 -28 11 0 -27 48 -14 0 0 3 0 18 -43 0 24],13
[-46 2 -46 16 11 36 0 45 16 -17 29 0 20 0 27 0 0 22 0 -42 45 6 30],18
[0 -49 34 3 -40 0 -47 11 -28 -24 -38 -15 0 17 -34 33 -6 36 -38 -37 45 -37 0 16 0 28 -16 43 -2 -33 -12 27 44 13 -5 25 -15 32 -7],24
[-15 42 -37 -18 -17 -17 45 -28 34 31 40 -35 1 -4 -49 17 0 -7 37 41 17 49 -32 0 18 -5 4 0 9 25 50 7 0 -30 -7 0 -16 0 -32 -7],37
[-46 42 0 0 0 -34 -2 -17 38 20 0 0 22],11
[-28 17 -11 -5 -16 44 -8 -24 29 -22 -3 26 -31 -37 1 -3 3 0 39 -42],17
[0 -44 -43 -19 -3 0 45 22 -20 -30 -18 -50 0 3 0 -25 -31 48 31 29 -9],14
[0 -7 -12 -47 0 0 -42 33],5
[7 0 0 -8 28 -27 44 39 0 -49 -49 0 0],12
[0 -12 0 0 0 0 -15 -50 -34],5
[48 -28 1 18 -22 -45 45 22 -24 0 33 -41 -21],9
[6 36 -29 0 -10 -17 -8 -17 38 -30 -29 -50 10 49 0 -8 -46 36 44 4 0 19 -8 -49 -28 0 -18 19 48 7 18 6 -18 -39 35 13 -17 -12 10 -15 -36 48 -48 42 -47 -9 49 0 8],47
[-14 7 -21 5 -13 15 41 -49 0 15 -28 5 28 16 28 39 8 17 18 40 28 -43 -27 26 5 0 34 -30 38 0 -37],29
[-5 0 45 0 40 -6 41 20 -19 -15 0 6 47 0 49 22 48 15 -19 49],13
[0 0 0 -49 0 0 0],6
[34 0 -22 0 33 -15 -9 -13 20 -43 -8 -36 15 -30 46 -18 -42 -22 23 0 -22 0 -23 -45 14 35 -45 -12 32 0 0 9 -13 -42 -20 11 13 19],30
[0 0],1
[-22 19 0 -14 -28 -27 20 -48 31 -8 -40 12 1 23 0 -15 17],14
[23 20 12 -37 48 49 -47 0 -5 48],7
[0 40 -17 18 0 22 24 -31 -5 17 -12 -14 -44 22 -19 0 -48 -23 24 37 30 -25 -13 30 -22 -1],15
[-21 -38 32 -26 -8 -2 47 -3 -43 40 38 -45 0 -47 22 16 16 -15],12
[9 0 0 0 -30 0 -14 40 0 0 0 -8],10
[-28 -13 -50 -20 8 0 11 -24 33 4 32 3 50 49 40 -32 47 -5 -5 0 -45 17 6 44 -39 17 -46 0 47 -14 -44 0 44 12 -48 -49 -35],31
[15 -22 41 -11 3 0 32 5 -9 29 -47 -25 -45 0 28 31 -25 -46 21 -3 42 17 -44 38 20 -29 -41 -48 7 -35 7 40 0 -1 33 -15 -25 -47 -45 -17 -36 16 -41 0 -33 0 -20 18 0],48
[0 -9 -12 0 -23 19 -21 -47 -3 28 -43 12 7 13 8 0 -38 -45 20 47 32 -31 -49],15
[31 4 -26 27 -41 0 0 0 44 34 44 11 -14 -18 0 19 -1 4 8 -50 0 3 0 -6 -49 -14 16 -35],22
[-22 0 0 -31 40 -23 0 27 41 -47 12 -22 0 16],12
[0 0 30 0 0 46 4 -20 36 22 -23 4 0 18 26 0 -12],15
[0 0 0 0 0],4
[-6 -49 -14 26 35 49 -43 0 -35 25 42 0 0 -23 3 0 26 -28 31 -5 -35 -48 5 -38 4 13 -17 0 11],27
[-47 0 11 -40 39 0 0 -35 24 0 -42 0 -3],11
[2 -24 33 -21 0 0 0 -44 0 -7 36 2 -7 17],8
[11 -10 7 -28 -39 -10 35 -13 45 -10 41 0 0 12 41 -25 -10 -16 27 -46 -11 38 -45 28 9 -49 -50 -11 -17 42 39 0 0 -31 -41 0 0 -27 -44 31 29 15 11],36
[48 5 9 27 33 21 34 -9 27 -29 46 21 42 -7 50 -14 -45 30 28 -16 2 40 26 12 -32 -37 10 0 41 -34 -6 0 -40 -15 24 0 -7 -24 -11],35
[-11 -42 -1 -15 -36 0 -38 0 0 -32 -35 20 12 -22 0 0 -15 0 32 22 -49 -14 -31 -10 -46 0 -24 40 -28 -39 -23 31],25
[29 -25 47 -21 -33 27 7 -8 -37 36 0 27 -27 45 0 -26 -28 41 -42 39],14
[0 0 0 0 -36 0 0],6
[0 -36 29 0 0 0 40 0],7
[-6 -17 -2 -14 5 -45 29 -41 48 -13 21 -50 -44 -14 -13 29 -35 39 30 12 -9 4 -14 -7 -22 -26 -1 29 45 0 -2 -38 29 -43 -37 6 -25 15 -21],29
[38 16 24 0 16 -22 -11 0 -41 1 42 0 9 -23 38 -17 -39 13 0 -45 31 -11 0 -23 13 44 -26 -10 -39],22
[50 -30 15 17 -12 -43 14 -43 49 31 11 17 35 0 0 30 11 42 -42 -13 -33 0 -28 -44 37 -44 -20 -50 -20 12 25 0 -49 43 0 -42 3 -21 -16 -8 -2 24 46 0],43
[18 -49 4 17 29 42 22 12 -33 -4 5 50 34 -49 0 -26 -19 0 -5 36 -40 20 31 -12 -49 3 13 0 28 -41 -1 -41 -32 0 -35 -9 -46 -7],33
[29 21 0 -33 0 0 45 -19 -16 0 6 0 10 0 -33 -40],13
[37 -10 -14 -45 24 -39 -32 -11 -34 10 -12 3 -32 37 0 -13 3 0 -11 0 50 13 14 -38],19
[2 -21 -24 -30 -20 -14 -41 40 29 -21 -25 45 -41 -14 24 22 49 6 -15 -33 34 -9 34 5 10 28 21 3 16 42 -1 -30 -44 -30 48 -50 0 30 17 0 -2 0 0 -3 -13],42
[-49 28 -10 11 40 -44 45 17 -30 -5 -12 44 38 0 0 23 -27 20 0 -31 5 14 -4 0 0 -24 39 3 7 0 50 38 -50 11 -32 0 26 -26 10 -21 -38 -36 4 42],35
[47 30 -5 -33 16 -11 0 -3 48 29 36 -22 -25 24 -18 32 29 -30 -41 -7 24 -36 17 46 0 50 -33 5 -6 43 3 -29 -1 -12 -29 0 -23 -22 11],35
[44 -50 26 -48 24 39 0 -47 25 -33 -13 34 7 19 3 0 40 -4 28 -10 11 0 38 -41 -43 -39 -6 39 -44 6 0 0 -15 -6 20 7 22],31
[-13 -48 0 -28 32 -10 -34 38 -19 42 -9 -44 -39 48 -19 -38 0 -15 14 48 6 16 -42 0 -45 -26 -5 4],23
[0 0 0 0 0 -9 0],6
[-26 10 15 -4 42 30 0 11],6
[13 0 -25 34 0 0 21 0 0 -27 38 25 -28 16 31 46 -49 -47 34 -37 3 26 29 26 6 -48 -1],8
[-23 6 3 0 0 0 -6 40],5
[33 31 0 0 -41 -47 -34 -3 20 -5 26 45 2],3
[-32 42 9 -38 0 25 -50 29 0 15 -25 16 -45 33 10 20 -24 25 18 39 0 -7 21 -40 -42 3 24 -10 36 37 -33 4 0 -42 -10 0 -37 -31 -14 -33 31 -1 -49 -30 -15 -36 -25 48],35
[0 0 33 0],3
[-24 -40 -38 28 13 17 5 32 0 3 26 -26 0 -27 -16 10 0 1 0 24 47 39 33 20 -36 -19 6 -48 -32 -49 20 -40 30 -32 -43 -22],18
[-40 0 20 0 0 40 -46 18 0 9 0],10
[0 -26 -29 -4 45 37 22 -47 -17 41 0 0 23 0 50 22 -18 -50 -23 39 0 0],21
[35 -26 -13 31 20 0 -2 19 -1 10 -47 -34 0 37 -25 -36 -26 22 -49 0 -39 -21 -11 34 49 8 -47 -42 36 29 10 0 48 0 38 -34 33 0 -6 -18],37
[0 0 10 -11 41],1
[-19 8 -37 18 0 0 -33 44 0 6 44 -49 -39 -7 39 0 19 -25 -31 27],15
